Nume,Pret vanzare (cu promotie),Descriere,Stoc numeric,Link produs,Imagine (principala),Categorie,Brand
Rochie Dalia bej,679.0,"Eleganta moderna, în linii curate si contrast rafinat.  rochia dalia este expresia perfectiunii prin simplitate. croiala dreapta, cu talia usor marcata si detaliul contrastant ce alungeste silueta, creeaza o aparitie sofisticata, fara efort.  fabricata dintr-un material plin, dar fluid, rochia ofera libertate de miscare si un confort elegant pe tot parcursul zilei. mâneca trei sferturi si decolteul rotund îi confera un aer clasic, echilibrat de accentele moderne în tonuri de ciocolatiu cald.  de",1,https://ejolie.ro/product/rochie-dalia-bej,https://ejolie.ro/continut/produse/12303/1000/rochie-dalia-bej_101852.webp,Rochii de Zi,Ejolie
Rochie Adara bej,529.0,"Rochia adara îmbina eleganta clasica cu o atitudine contemporana. croiala sa în linie a, usor evazata, flateaza orice silueta si ofera lejeritate în miscare, în timp ce decolteul în v si deschiderea frontala subtila adauga o nota moderna si feminina.  culoarea clasica inspira încredere si rafinament, fiind perfecta pentru femeia care îsi doreste sa fie eleganta, dar si confortabila în fiecare zi.  detalii produs:      material: stofa usoara, plina, cu textura fina  compozitie: 88% poliester, 12%",1,https://ejolie.ro/product/rochie-adara-neagra-12302,https://ejolie.ro/continut/produse/12302/1000/rochie-adara-bej_101850.webp,Rochii de Zi,Ejolie
Rochie Dianne bej,529.0,"Rafinament în simplitate. eleganta fara efort.  rochia dianne impresioneaza prin croiala sa curata si detaliile sofisticate care îi ofera o nota discreta de lux. talia marcata de cordonul amplu creeaza o silueta eleganta, în timp ce mânecile trei sferturi si gulerul fin cu deschidere subtila adauga o nota moderna.  aplicatiile aurii de pe buzunare ofera un accent rafinat, transformând aceasta rochie într-o piesa statement potrivita atât pentru birou, cât si pentru evenimentele de zi cu zi unde e",1,https://ejolie.ro/product/rochie-dianne-neagra-12301,https://ejolie.ro/continut/produse/12301/1000/rochie-dianne-bej_101847.webp,Rochii de Zi,Ejolie
Rochie Odette bej,449.0,"Eleganta fluida, cu un aer modern si rafinat.  rochia odette este piesa care cucereste prin simplitatea sofisticata si croiala impecabila. realizata dintr-un material usor, cu dungi fine ce alungesc silueta, aceasta ofera o eleganta naturala si un confort absolut.  linia lunga si lejera urmareste delicat formele corpului, în timp ce talia este pusa în valoare cu ajutorul unei centuri contrastante. mâneca trei sferturi si decolteul discret în v completeaza armonios o tinuta moderna, ideala atât p",1,https://ejolie.ro/product/rochie-odette-neagra-12300,https://ejolie.ro/continut/produse/12300/1000/rochie-odette-bej_101836.webp,Rochii de Zi,Ejolie
Rochie Alira neagra,649.0,"Eleganta delicata, cu o nota de vis si rafinament absolut.  rochia alira este o piesa ce emana feminitate si rafinament în fiecare detaliu. realizata dintr-un material fin, cu broderie subtila si fusta din tulle vaporos, rochia aduce un echilibru perfect între romantism si eleganta moderna.  croiala sa accentueaza talia într-un mod gratios, iar bustul brodat adauga textura si profunzime vizuala. fusta ampla, lejera si usor transparenta în miscare, creeaza o silueta eleganta si sofisticata, ideal",1,https://ejolie.ro/product/rochie-alira-neagra,https://ejolie.ro/continut/produse/12299/1000/rochie-alira-neagra_101845.webp,Rochii de ocazie,Ejolie
Rochie Isolde neagra,596.0,"Drama rafinata, eleganta învaluita în mister.    rochia isolde este o declaratie de eleganta absoluta, creata pentru femeia care îmbina rafinamentul cu o prezenta puternica. realizata dintr-un material fin, cu textura diafana si detalii couture, aceasta piesa cucereste prin echilibrul perfect între transparenta, volum si fluiditate.  mânecilor vaporoase din organza li se adauga accente de pene delicate si nasturi îmbracati, în timp ce decolteul în &bdquo;v&rdquo;, conturat cu aplicatii subtile, ",1,https://ejolie.ro/product/rochie-isolde-neagra,https://ejolie.ro/continut/produse/12298/1000/rochie-isolde-neagra_101843.webp,Rochii de ocazie,Ejolie
Rochie Savine neagra,739.0,"Eleganta sculpturala într-o interpretare moderna a feminitatii.  rochia savine îmbina rafinamentul clasic cu o nota contemporana de minimalism elegant. realizata dintr-un material fin, cu textura satinat-mata, rochia se remarca prin croiala ampla, perfect echilibrata de talia marcata cu o centura ton pe ton.  detaliul floral aplicat pe bust adauga o nota couture, subtila si sofisticata, în timp ce mânecile largi si linia fluida a fustei ofera lejeritate si gratie fiecarui pas.  detalii produs:  ",1,https://ejolie.ro/product/rochie-savine-neagra,https://ejolie.ro/continut/produse/12297/1000/rochie-savine-neagra_101840.webp,Rochii de ocazie,Ejolie
Rochie Althea neagra,739.0,"Gratie fluida. eleganta care curge firesc.  rochia althea este o expresie a rafinamentului subtil si a elegantei fara efort. realizata dintr-un material fin, cu luciu discret, aceasta rochie lunga mângâie silueta într-o miscare fluida si naturala.  decolteul rotund cu detaliu delicat adauga o nota de feminitate, iar talia evidentiata de cordon subliniaza linia corpului într-un mod elegant. mânecele lejere, de lungime medie, si fusta ampla ofera libertate si gratie fiecarui pas.  detalii produs: ",1,https://ejolie.ro/product/rochie-althea-neagra,https://ejolie.ro/continut/produse/12296/1000/rochie-althea-neagra_101838.webp,Rochii de ocazie,Ejolie
Rochie Adara neagra,529.0,"Rochia adara îmbina eleganta clasica cu o atitudine contemporana. croiala sa în linie a, usor evazata, flateaza orice silueta si ofera lejeritate în miscare, în timp ce decolteul în v si deschiderea frontala subtila adauga o nota moderna si feminina.  culoarea clasica inspira încredere si rafinament, fiind perfecta pentru femeia care îsi doreste sa fie eleganta, dar si confortabila în fiecare zi.  detalii produs:      material: stofa usoara, plina, cu textura fina  compozitie: 88% poliester, 12%",1,https://ejolie.ro/product/rochie-adara-magenta-12295,https://ejolie.ro/continut/produse/12295/1000/rochie-adara-neagra_101826.webp,Rochii de Zi,Ejolie
Rochie Dianne neagra,529.0,"Rafinament în simplitate. eleganta fara efort.  rochia dianne impresioneaza prin croiala sa curata si detaliile sofisticate care îi ofera o nota discreta de lux. talia marcata de cordonul amplu creeaza o silueta eleganta, în timp ce mânecile trei sferturi si gulerul fin cu deschidere subtila adauga o nota moderna.  aplicatiile aurii de pe buzunare ofera un accent rafinat, transformând aceasta rochie într-o piesa statement potrivita atât pentru birou, cât si pentru evenimentele de zi cu zi unde e",1,https://ejolie.ro/product/rochie-dianne-neagra,https://ejolie.ro/continut/produse/12294/1000/rochie-dianne-neagra_101824.webp,Rochii de Zi,Ejolie
Rochie Margot neagra,412.0,"Chic parizian. minimalism cu personalitate.  rochia margot emana eleganta clasica si rafinament discret. cu un croi lejer în linie a si un guler contrastant alb, aceasta piesa reinterpreteaza silueta emblematica a modei retro, oferindu-i o nota contemporana si usor jucausa.  fundita decorativa din zona gulerului adauga un detaliu feminin si sofisticat, iar lungimea mini o transforma într-o alegere moderna si fresh pentru orice ocazie - de la un brunch elegant, la o întâlnire de seara în oras.  d",1,https://ejolie.ro/product/rochie-margot-neagra-12293,https://ejolie.ro/continut/produse/12293/1000/rochie-margot-neagra_101822.webp,Rochii de Zi,Ejolie
Rochie Vivienne neagra,642.0,"Eleganta clasica. atitudine moderna.  rochia vivienne este un omagiu adus feminitatii rafinate si stilului atemporal. cu o linie inspirata din estetica sacoului, aceasta piesa îmbina perfectiunea croielii office cu detalii subtile care îi ofera un aer chic si sofisticat.  talia este frumos accentuata de cureaua contrastanta, iar croiala cambrata urmeaza linia corpului într-un mod elegant, fara a compromite confortul. materialul plin si fin se asaza impecabil, facând din aceasta rochie o alegere ",1,https://ejolie.ro/product/rochie-vivienne-neagra,https://ejolie.ro/continut/produse/12292/1000/rochie-vivienne-neagra_101832.webp,Rochii de Zi,Ejolie
Rochie Fiorelle rosie,543.4,"O declaratie de putere feminina si rafinament contemporan.  rochia fiorelle impresioneaza prin tonul intens de rosu si linia eleganta a croielii. este o piesa ce îmbina senzualitatea discreta cu rafinamentul sofisticat, perfecta pentru femeia care iubeste sa iasa în evidenta prin eleganta si atitudine.  detaliul drapat în zona bustului contureaza frumos silueta, iar despicatura subtila de pe picior adauga o nota de feminitate moderna. cureaua subtire accentueaza talia si aduce echilibru întregii",1,https://ejolie.ro/product/rochie-fiorelle-rosie,https://ejolie.ro/continut/produse/12291/1000/rochie-fiorelle-rosie_101818.webp,Rochii de Zi,Ejolie
Compleu Lyris rosu,637.5,"Compleu lyris &ndash; putere si fluiditate urbanaun duo contemporan, definit de un sacou-vesta cu rever drapat si pantaloni palazzo ce cad impecabil. lyris reuneste croiul arhitectural cu lejeritatea unei tesaturi cu stretch fin, într-o nuanta clasica &ndash; perfecta de la birou la evenimente after-hours.detalii care fac diferentasacou fara mâneci cu rever amplu, tip sal, ce se asaza natural pe busttalia marcata prin croi înclinat si pense conturate &ndash; silueta alungita instantbuzunare cu c",1,https://ejolie.ro/product/compleu-lyris-negru-12290,https://ejolie.ro/continut/produse/12290/1000/compleu-lyris-rosu_101816.webp,Compleuri,Trendya
Pantaloni Mara negri,325.0,"Simplitatea devine rafinament atunci când este purtata cu atitudine.  pantalonii mara definesc o eleganta moderna, în care croiala impecabila si materialul cu textura de piele ecologica se întâlnesc într-un design cu personalitate. cu o linie ampla, fluida si o talie înalta ce alungeste silueta, acestia ofera un efect vizual spectaculos si o postura încrezatoare.  materialul moale, cu luciu discret, confera o nota de lux, pastrând totodata confortul unei piese versatile, potrivite atât pentru zi",1,https://ejolie.ro/product/pantaloni-mara-negri,https://ejolie.ro/continut/produse/12288/1000/pantaloni-mara-negri_101834.webp,Pantaloni,Trendya
Body Amara negru,385.0,"Rafinat si senzual prin simplitate, body-ul amara este o piesa statement în garderoba feminina. realizat din satin fluid, cu un luciu subtil si o textura catifelata, el îmbraca linia corpului cu eleganta naturala. croiala petrecuta pune în valoare decolteul, în timp ce mânecile lungi si mansetele clasice adauga o nota sofisticata, perfect echilibrata între stil office si feminitate rafinata.  detalii produs:      croiala petrecuta, cu decolteu în v      mâneci lungi, finisate cu mansete si nastu",1,https://ejolie.ro/product/body-amara-alb-12287,https://ejolie.ro/continut/produse/12287/1000/body-amara-negru_101808.webp,Bluze | Camasi,Ejolie
Pantaloni Alondra negri,397.5,"Eleganta pura într-o forma moderna. pantalonii alondra sunt creati pentru femeia care apreciaza liniile curate, rafinamentul discret si confortul impecabil. croiala ampla cu talie înalta contureaza o silueta alungita, iar materialul fin, cu textura usor satinat-mata, ofera o miscare fluida si o tinuta perfect structurata.  minimalismul este accentuat de betelia lata si de închiderea ascunsa, pentru un efect elegant si contemporan. versatili si sofisticati, pot fi purtati atât la birou, cât si la",1,https://ejolie.ro/product/pantaloni-alondra-negri,https://ejolie.ro/continut/produse/12286/1000/pantaloni-alondra-negri_101806.webp,Pantaloni,Ejolie
Pantaloni Ameline negri,371.8,"Eleganta fluida si rafinament contemporan - pantalonii ameline sunt creati pentru femeia care iubeste simplitatea cu impact. realizati dintr-un material satinat cu o cadere delicata, acestia se remarca prin linia ampla, talia înalta si finisajele impecabile. croiala lor alungeste silueta, oferind confort si o eleganta naturala la fiecare pas.  detaliul discret al beteliei cu accent metalic adauga un plus de sofisticare, transformând aceasta piesa într-un must-have atât pentru tinutele office, câ",1,https://ejolie.ro/product/pantaloni-ameline-negri,https://ejolie.ro/continut/produse/12285/1000/pantaloni-ameline-negri_101804.webp,Pantaloni,Ejolie
Body Amara alb,385.0,"Rafinat si senzual prin simplitate, body-ul amara este o piesa statement în garderoba feminina. realizat din satin fluid, cu un luciu subtil si o textura catifelata, el îmbraca linia corpului cu eleganta naturala. croiala petrecuta pune în valoare decolteul, în timp ce mânecile lungi si mansetele clasice adauga o nota sofisticata, perfect echilibrata între stil office si feminitate rafinata.  detalii produs:      croiala petrecuta, cu decolteu în v      mâneci lungi, finisate cu mansete si nastu",1,https://ejolie.ro/product/body-amara-maro-12284,https://ejolie.ro/continut/produse/12284/1000/body-amara-alb_101802.webp,Bluze | Camasi,Ejolie
Camasa Anais neagra,297.0,"Moderna si rafinata, camasa ana&iuml;s este reinterpretarea contemporana a unei piese clasice. realizata din poplin fin, cu o textura placuta si o croiala impecabila, aceasta camasa se remarca prin detaliul frontal cu nod - un accent subtil care contureaza talia si adauga o nota fashion distinctiva. liniile curate si gulerul clasic pastreaza eleganta atemporala, în timp ce versatilitatea sa o transforma într-o alegere ideala pentru o varietate de ocazii.  detalii produs:      croiala dreapta, le",1,https://ejolie.ro/product/camasa-anais-alba-12283,https://ejolie.ro/continut/produse/12283/1000/camasa-anais-neagra_101800.webp,Bluze | Camasi,Trendya
Camasa Anais alba,297.0,"Moderna si rafinata, camasa ana&iuml;s este reinterpretarea contemporana a unei piese clasice. realizata din poplin fin, cu o textura placuta si o croiala impecabila, aceasta camasa se remarca prin detaliul frontal cu nod - un accent subtil care contureaza talia si adauga o nota fashion distinctiva. liniile curate si gulerul clasic pastreaza eleganta atemporala, în timp ce versatilitatea sa o transforma într-o alegere ideala pentru o varietate de ocazii.  detalii produs:      croiala dreapta, le",1,https://ejolie.ro/product/camasa-anais-bej-12282,https://ejolie.ro/continut/produse/12282/1000/camasa-anais-alba_101798.webp,Bluze | Camasi,Trendya
